department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score
HR,22,Bachelors,m,other,1,25,1.0,3,0,0,49
Technology,17,Bachelors,f,sourcing,1,29,3.0,2,0,0,76
Analytics,22,Masters & above,f,other,1,30,5.0,4,0,0,81
Analytics,22,Bachelors,m,other,1,33,1.0,7,0,0,84
HR,10,Bachelors,m,sourcing,1,30,4.0,5,1,0,50
Sales & Marketing,5,Bachelors,m,other,2,44,1.0,5,0,0,48
Analytics,31,Bachelors,m,sourcing,2,29,5.0,5,1,0,83
Operations,7,Bachelors,f,sourcing,1,29,4.0,3,0,0,58
Operations,6,Bachelors,m,other,3,31,5.0,5,1,0,59
Operations,15,Bachelors,m,other,3,32,5.0,9,1,0,52
R&D,2,Bachelors,m,sourcing,1,37,5.0,8,0,0,81
Operations,15,Bachelors,m,other,1,31,3.0,3,0,0,60
Sales & Marketing,13,Masters & above,m,sourcing,1,41,3.0,13,0,0,53
HR,27,Bachelors,m,sourcing,1,25,5.0,2,1,0,47
Technology,7,Bachelors,m,sourcing,2,32,2.0,5,0,0,75
Operations,22,Bachelors,m,other,1,27,4.0,3,1,0,56
Sales & Marketing,13,Masters & above,m,other,1,38,5.0,14,0,0,50
Technology,10,Masters & above,m,sourcing,1,46,4.0,14,1,0,80
Procurement,2,Bachelors,m,other,2,28,4.0,2,0,0,69
Procurement,13,Bachelors,m,other,2,32,3.0,6,0,0,69
Procurement,7,Bachelors,f,other,2,53,3.0,20,0,0,72
Procurement,14,Bachelors,f,sourcing,1,34,4.0,9,0,0,69
Procurement,17,Masters & above,f,other,1,35,4.0,3,1,1,69
Sales & Marketing,7,Masters & above,m,other,1,41,2.0,6,0,0,46
Legal,2,Bachelors,m,other,1,45,3.0,12,1,0,56
Technology,2,Bachelors,m,other,1,39,1.0,3,0,0,76
Operations,22,Masters & above,f,other,1,30,4.0,5,1,0,64
Operations,15,Bachelors,f,other,1,34,5.0,9,1,0,61
Sales & Marketing,2,Bachelors,m,other,1,47,4.0,7,1,1,51
Procurement,14,Bachelors,f,other,1,32,5.0,4,1,0,67
Technology,5,Bachelors,f,other,1,38,5.0,5,1,0,79
Technology,2,Masters & above,f,other,1,41,3.0,10,0,0,75
Procurement,8,Bachelors,f,other,1,31,4.0,4,0,0,70
Analytics,24,Bachelors,m,sourcing,2,29,4.0,2,0,0,84
Procurement,2,Masters & above,m,other,2,43,1.0,15,0,0,72
Finance,7,Bachelors,m,sourcing,1,31,3.0,3,0,0,58
Sales & Marketing,28,Masters & above,m,other,2,32,1.0,2,0,0,46
Operations,26,Bachelors,m,other,1,32,4.0,2,0,0,60
Sales & Marketing,13,Masters & above,m,sourcing,1,31,2.0,7,1,0,50
Procurement,2,Bachelors,m,other,1,50,4.0,5,0,0,72
Sales & Marketing,1,Bachelors,m,sourcing,1,30,4.0,5,0,0,51
Technology,24,Bachelors,m,sourcing,1,33,3.0,10,0,0,84
HR,27,Bachelors,f,other,1,30,3.0,5,0,0,52
Procurement,19,Bachelors,m,other,1,38,2.0,10,0,0,69
Analytics,4,Masters & above,m,sourcing,1,44,3.0,7,0,0,83
Procurement,2,Masters & above,m,other,1,55,2.0,4,0,0,65
R&D,13,Bachelors,m,other,1,30,5.0,5,1,0,83
Sales & Marketing,19,Bachelors,m,other,2,32,3.0,5,1,0,52
Technology,2,Masters & above,m,other,4,59,4.0,18,0,0,79
Technology,26,Bachelors,f,other,1,26,1.0,4,0,0,82
Operations,19,Bachelors,f,sourcing,1,43,5.0,12,0,0,60
Analytics,28,Masters & above,m,sourcing,2,37,5.0,2,1,0,81
Sales & Marketing,25,Bachelors,m,other,1,39,1.0,4,0,0,50
HR,17,Bachelors,f,sourcing,1,34,5.0,9,1,0,48
Sales & Marketing,13,Bachelors,m,sourcing,1,45,3.0,14,0,0,46
Technology,16,Bachelors,m,sourcing,2,39,5.0,8,0,0,77
Sales & Marketing,19,Bachelors,m,sourcing,1,36,1.0,2,0,0,48
Technology,7,Bachelors,m,sourcing,1,55,3.0,28,0,0,83
Sales & Marketing,1,Bachelors,m,other,2,30,4.0,5,0,0,49
Procurement,2,Bachelors,m,sourcing,1,55,2.0,5,0,0,86
Procurement,7,Masters & above,m,sourcing,2,39,2.0,11,0,0,73
Operations,15,Masters & above,m,referred,2,34,5.0,7,1,0,57
Legal,23,Bachelors,m,sourcing,1,32,3.0,2,0,0,58
Technology,2,Bachelors,m,other,2,54,3.0,27,0,0,78
Sales & Marketing,2,Masters & above,m,other,1,36,3.0,7,0,0,48
Analytics,2,Bachelors,m,sourcing,1,39,3.0,4,0,0,88
Procurement,17,Bachelors,f,other,1,36,2.0,10,0,0,67
Technology,7,Masters & above,m,other,1,52,4.0,3,1,0,81
Analytics,29,Bachelors,m,other,1,26,4.0,4,1,1,87
Operations,7,Bachelors,m,other,1,26,3.0,2,1,0,60
Analytics,2,Masters & above,m,sourcing,2,45,5.0,3,1,0,85
Analytics,7,Masters & above,m,other,3,44,3.0,10,0,0,86
Procurement,5,Masters & above,m,sourcing,1,35,3.0,6,0,0,70
HR,31,Masters & above,m,sourcing,1,39,3.0,3,0,0,53
Sales & Marketing,2,Bachelors,m,referred,1,30,3.0,5,1,0,50
Technology,7,Bachelors,m,sourcing,1,38,2.0,9,0,0,81
Operations,7,Bachelors,m,sourcing,1,30,5.0,5,1,0,62
Sales & Marketing,27,Bachelors,f,other,1,30,3.0,5,0,0,47
Procurement,13,Bachelors,f,other,1,32,4.0,3,1,0,72
Technology,26,Masters & above,f,other,1,32,4.0,9,0,0,83
Analytics,25,Masters & above,m,sourcing,1,38,4.0,5,0,0,84
Technology,2,Bachelors,m,referred,2,29,4.0,5,0,0,79
Analytics,2,Bachelors,m,sourcing,2,32,4.0,6,1,0,85
Sales & Marketing,7,Masters & above,m,sourcing,1,33,2.0,6,0,0,50
Procurement,8,Bachelors,m,other,1,32,3.0,6,1,0,69
Operations,2,Masters & above,m,other,1,60,1.0,16,0,0,60
Finance,31,Bachelors,f,other,2,31,5.0,6,1,0,64
Operations,28,Masters & above,m,other,1,32,3.0,6,1,0,63
Technology,14,Masters & above,m,other,1,33,3.0,3,0,0,78
Sales & Marketing,31,Bachelors,f,sourcing,1,34,3.0,6,0,0,48
Procurement,27,Masters & above,f,sourcing,1,38,5.0,8,1,0,68
Analytics,7,Bachelors,m,sourcing,1,36,4.0,8,1,0,81
Sales & Marketing,1,Masters & above,m,other,1,44,3.0,5,1,0,47
Technology,29,Bachelors,m,other,1,38,4.0,7,0,0,80
Sales & Marketing,7,Bachelors,f,sourcing,2,27,4.0,5,1,0,49
Sales & Marketing,16,Masters & above,f,sourcing,1,34,1.0,10,0,0,52
R&D,22,Bachelors,m,other,1,32,3.0,5,0,0,87
Operations,19,Masters & above,m,other,1,39,4.0,5,0,0,61
Procurement,22,Bachelors,m,other,3,28,1.0,2,0,0,68
Analytics,34,Bachelors,m,sourcing,1,33,4.0,3,0,0,83
Operations,16,Bachelors,m,sourcing,2,50,5.0,20,1,0,59
Sales & Marketing,25,Bachelors,m,other,1,34,3.0,6,0,0,54
Operations,26,Bachelors,m,other,1,31,5.0,4,0,0,56
Operations,15,Masters & above,f,other,1,38,3.0,9,0,0,60
Sales & Marketing,34,Bachelors,m,sourcing,1,32,3.0,5,1,1,53
Analytics,2,Masters & above,m,sourcing,1,43,4.0,10,0,0,86
Sales & Marketing,22,Bachelors,m,other,1,29,5.0,7,1,0,49
Technology,17,Bachelors,f,sourcing,1,29,4.0,4,0,0,83
Procurement,22,Masters & above,m,sourcing,1,33,4.0,4,1,0,68
Analytics,28,Bachelors,m,sourcing,1,31,5.0,7,1,0,89
Sales & Marketing,7,Masters & above,m,referred,1,36,5.0,5,1,0,48
Sales & Marketing,22,Bachelors,m,sourcing,1,45,3.0,18,0,0,48
Analytics,29,Bachelors,m,other,2,30,4.0,9,1,0,79
Operations,20,Bachelors,f,other,1,29,5.0,3,1,0,61
Sales & Marketing,11,Bachelors,m,sourcing,1,53,5.0,16,0,0,46
Operations,20,Bachelors,f,sourcing,1,38,5.0,10,1,0,54
Legal,31,Bachelors,m,sourcing,1,31,3.0,2,1,0,58
Sales & Marketing,2,Bachelors,f,other,1,48,1.0,2,1,0,49
Procurement,22,Masters & above,f,sourcing,1,30,3.0,6,0,0,75
HR,25,Masters & above,f,other,1,36,4.0,8,1,0,53
Procurement,2,Masters & above,m,other,1,46,4.0,18,0,0,70
Procurement,22,Bachelors,m,referred,1,30,2.0,7,1,0,72
Technology,2,Bachelors,f,other,1,30,4.0,4,1,1,76
Technology,26,Bachelors,f,other,1,35,1.0,4,0,0,78
Procurement,2,Masters & above,f,other,1,31,4.0,10,1,0,71
Technology,2,Bachelors,m,other,1,48,4.0,20,1,0,82
Sales & Marketing,2,Bachelors,m,referred,1,30,5.0,5,1,0,51
Technology,15,Bachelors,m,sourcing,1,37,3.0,10,0,0,79
Sales & Marketing,9,Bachelors,m,sourcing,1,33,3.0,9,0,0,46
Finance,7,Masters & above,m,sourcing,3,34,4.0,7,0,0,61
Sales & Marketing,22,Bachelors,m,other,1,32,3.0,8,0,0,47
Sales & Marketing,9,Bachelors,m,other,3,27,1.0,2,0,0,49
Sales & Marketing,34,Bachelors,m,other,1,26,3.0,3,0,0,52
Technology,2,Bachelors,m,other,1,60,2.0,8,0,0,76
Operations,16,Bachelors,f,sourcing,1,33,5.0,9,0,0,61
Operations,7,Masters & above,m,sourcing,1,41,5.0,15,0,0,60
Analytics,22,Bachelors,m,sourcing,1,32,3.0,6,1,0,80
Procurement,8,Bachelors,m,other,1,38,3.0,10,1,0,68
Sales & Marketing,22,Bachelors,f,sourcing,1,33,1.0,6,1,0,53
Sales & Marketing,7,Masters & above,m,sourcing,2,37,5.0,7,0,0,49
Operations,4,Masters & above,m,sourcing,1,30,5.0,5,1,0,61
Sales & Marketing,34,Bachelors,m,other,1,29,1.0,3,0,0,47
Sales & Marketing,30,Bachelors,m,other,1,47,3.0,20,0,0,53
Technology,22,Bachelors,m,sourcing,2,28,4.0,2,1,0,80
Sales & Marketing,12,Masters & above,m,sourcing,1,35,3.0,6,0,0,49
Procurement,2,Bachelors,f,other,1,40,1.0,14,0,0,69
Sales & Marketing,9,Masters & above,m,sourcing,2,30,3.0,2,0,0,52
Sales & Marketing,24,Bachelors,m,sourcing,1,31,3.0,3,0,0,56
Procurement,26,Bachelors,f,sourcing,1,39,4.0,10,0,0,70
Analytics,2,Bachelors,m,other,1,36,5.0,9,0,0,85
Operations,15,Masters & above,m,other,1,44,3.0,4,0,0,60
Technology,7,Masters & above,m,other,1,38,5.0,9,0,0,90
Procurement,17,Masters & above,m,other,2,44,1.0,3,0,0,74
HR,2,Masters & above,f,other,1,44,3.0,5,0,0,51
Sales & Marketing,2,Bachelors,m,sourcing,2,47,3.0,2,1,0,51
HR,28,Masters & above,f,sourcing,1,30,5.0,5,0,0,59
Operations,2,Bachelors,f,other,1,30,2.0,6,1,0,56
Procurement,30,Bachelors,m,other,1,29,2.0,4,0,0,68
Sales & Marketing,25,Masters & above,f,sourcing,1,36,5.0,3,1,0,50
Analytics,22,Bachelors,m,other,2,29,1.0,3,1,0,88
Analytics,23,Bachelors,m,sourcing,1,34,4.0,3,1,0,84
Procurement,2,Bachelors,m,other,2,36,2.0,8,0,0,66
Sales & Marketing,7,Bachelors,m,sourcing,1,31,3.0,2,1,0,45
Sales & Marketing,17,Bachelors,m,sourcing,2,31,4.0,6,0,0,52
Technology,2,Bachelors,m,sourcing,1,46,4.0,6,0,0,81
Sales & Marketing,1,Masters & above,m,sourcing,1,39,1.0,4,0,0,49
Operations,27,Masters & above,f,sourcing,1,35,4.0,7,0,0,63
Analytics,15,Masters & above,m,other,3,31,3.0,3,1,0,87
Sales & Marketing,20,Masters & above,m,sourcing,1,31,3.0,7,0,0,52
Operations,2,Masters & above,m,other,1,59,5.0,7,1,0,64
Sales & Marketing,2,Bachelors,m,other,3,30,1.0,5,0,0,48
Procurement,2,Masters & above,m,sourcing,2,45,1.0,12,0,0,69
HR,13,Bachelors,m,other,1,30,5.0,4,1,0,54
Sales & Marketing,6,Bachelors,f,other,1,30,1.0,6,0,0,45
Operations,26,Bachelors,f,other,1,34,5.0,6,0,0,61
Operations,22,Below Secondary,f,other,1,26,5.0,5,1,0,59
Sales & Marketing,31,Bachelors,m,other,2,38,4.0,11,0,0,53
Sales & Marketing,27,Bachelors,m,sourcing,2,28,3.0,2,0,0,46
Sales & Marketing,9,Masters & above,f,sourcing,1,28,1.0,4,0,1,45
Operations,7,Masters & above,m,other,1,35,4.0,3,1,0,58
Operations,30,Bachelors,m,other,1,30,1.0,3,0,0,57
Legal,2,Bachelors,m,sourcing,1,55,1.0,14,0,0,59
Procurement,8,Masters & above,m,other,1,32,1.0,7,0,0,74
Operations,2,Bachelors,m,sourcing,1,34,3.0,7,0,0,59
Operations,2,Masters & above,f,sourcing,2,35,4.0,6,0,0,65
Sales & Marketing,31,Bachelors,m,sourcing,1,33,1.0,3,0,0,50
Technology,33,Bachelors,m,other,1,46,3.0,16,0,0,76
Operations,15,Bachelors,f,sourcing,1,39,3.0,8,1,1,97
Technology,2,Masters & above,m,other,1,35,4.0,4,1,0,77
Sales & Marketing,7,Masters & above,f,sourcing,1,43,3.0,15,0,0,47
Technology,2,Bachelors,m,other,1,38,2.0,12,0,0,79
Operations,6,Bachelors,f,sourcing,1,33,4.0,7,0,0,57
Sales & Marketing,34,Bachelors,m,sourcing,1,30,3.0,5,0,0,49
Sales & Marketing,13,Masters & above,m,other,1,39,4.0,14,0,0,53
Operations,15,Bachelors,f,other,1,33,5.0,9,1,0,97
Operations,13,Bachelors,m,sourcing,1,30,5.0,2,1,0,61
Sales & Marketing,13,Bachelors,m,other,1,42,1.0,5,0,0,53
Analytics,28,Masters & above,m,other,1,32,3.0,2,1,0,81
HR,13,Bachelors,f,other,1,25,1.0,2,0,0,52
Technology,13,Bachelors,f,sourcing,1,27,2.0,2,0,0,84
Sales & Marketing,1,Bachelors,m,other,1,29,5.0,6,1,0,49
HR,2,Bachelors,f,sourcing,1,52,3.0,18,0,0,49
Analytics,22,Masters & above,m,other,1,32,2.0,6,0,0,91
Sales & Marketing,31,Bachelors,m,other,2,32,1.0,4,0,0,48
Technology,27,Below Secondary,m,sourcing,1,25,3.0,4,1,0,79
Procurement,4,Masters & above,m,sourcing,1,34,4.0,3,0,0,63
Procurement,2,Masters & above,m,sourcing,2,34,5.0,2,1,0,68
Operations,2,Bachelors,f,sourcing,1,38,3.0,13,1,0,51
Operations,2,Masters & above,m,sourcing,2,53,4.0,7,1,0,58
Procurement,2,Bachelors,f,other,1,26,3.0,4,0,0,72
Sales & Marketing,2,Bachelors,f,sourcing,2,28,4.0,7,0,0,54
Sales & Marketing,2,Bachelors,m,other,1,30,4.0,4,1,0,52
Procurement,2,Bachelors,f,other,1,55,3.0,5,0,0,72
Technology,26,Bachelors,m,other,2,34,4.0,3,1,0,80
Operations,26,Bachelors,f,sourcing,1,31,5.0,7,1,0,56
Sales & Marketing,7,Masters & above,f,other,1,39,5.0,7,1,0,47
Sales & Marketing,7,Masters & above,m,other,1,53,3.0,6,0,0,99
Sales & Marketing,2,Bachelors,m,other,1,54,3.0,4,1,0,54
Finance,2,Bachelors,f,other,2,27,3.0,3,0,0,62
Operations,2,Below Secondary,f,sourcing,1,23,3.0,2,1,0,60
Sales & Marketing,28,Masters & above,m,sourcing,1,37,2.0,10,0,0,55
HR,22,Masters & above,m,other,1,40,3.0,11,0,0,50
Analytics,7,Bachelors,m,sourcing,1,30,5.0,5,1,0,83
Sales & Marketing,7,Masters & above,m,sourcing,1,53,1.0,19,0,0,48
Technology,10,Masters & above,m,other,2,32,3.0,4,1,1,77
Operations,28,Bachelors,m,other,1,31,5.0,5,0,0,59
Finance,26,Bachelors,m,other,1,38,3.0,4,0,0,59
Technology,2,Masters & above,m,sourcing,1,38,4.0,3,0,0,80
Sales & Marketing,11,Bachelors,m,other,2,31,1.0,4,0,0,49
Operations,2,Bachelors,f,other,1,26,5.0,2,0,0,57
Finance,13,Bachelors,m,sourcing,1,31,3.0,8,0,0,56
Technology,24,Masters & above,f,other,1,36,4.0,3,0,0,75
Operations,11,Bachelors,m,sourcing,1,31,5.0,3,1,0,58
Procurement,13,Masters & above,m,sourcing,1,32,3.0,6,0,0,70
Technology,25,Masters & above,f,other,1,33,4.0,3,1,1,79
Procurement,23,Masters & above,f,sourcing,1,37,4.0,4,1,0,71
Procurement,4,Masters & above,m,other,1,41,5.0,9,1,0,71
Sales & Marketing,31,Bachelors,m,sourcing,2,26,3.0,3,0,0,45
Analytics,26,Bachelors,m,other,2,33,3.0,6,0,0,84
Sales & Marketing,2,Bachelors,f,sourcing,1,53,4.0,13,0,0,45
Technology,2,Masters & above,f,other,1,55,1.0,17,0,0,77
Procurement,22,Bachelors,m,sourcing,1,32,2.0,6,1,0,70
Operations,8,Bachelors,f,other,1,32,2.0,7,0,0,57
Procurement,2,Masters & above,f,referred,1,37,3.0,7,1,0,69
Operations,15,Bachelors,f,sourcing,1,36,2.0,10,0,0,62
Sales & Marketing,25,Bachelors,f,other,1,28,3.0,2,1,0,87
Technology,2,Bachelors,m,sourcing,1,26,2.0,2,0,0,79
Technology,2,Masters & above,m,other,1,44,3.0,13,0,0,80
Sales & Marketing,26,Bachelors,m,other,4,35,3.0,6,0,0,51
Sales & Marketing,30,Bachelors,f,other,1,34,2.0,5,0,0,45
HR,26,Bachelors,f,other,1,29,2.0,5,0,0,50
Operations,31,Bachelors,f,other,1,31,3.0,4,0,0,62
HR,32,Bachelors,f,other,1,30,3.0,6,1,0,54
Procurement,22,Bachelors,m,other,7,31,3.0,4,0,0,69
Procurement,2,Masters & above,f,sourcing,1,50,4.0,15,0,0,70
Analytics,2,Masters & above,m,other,1,53,3.0,17,1,0,81
Finance,19,Bachelors,m,sourcing,2,31,4.0,8,0,0,60
Operations,2,Masters & above,f,sourcing,1,43,5.0,15,0,0,67
Analytics,7,Bachelors,m,other,1,41,5.0,11,1,0,84
Operations,2,Below Secondary,f,sourcing,1,26,4.0,3,0,0,60
Operations,15,Bachelors,m,sourcing,2,32,3.0,5,0,0,60
Analytics,13,Bachelors,m,other,2,32,3.0,5,1,0,77
Operations,16,Bachelors,f,other,1,33,3.0,5,0,0,59
Sales & Marketing,13,Masters & above,m,sourcing,1,42,5.0,5,0,0,46
Procurement,26,Bachelors,f,sourcing,2,26,3.0,4,0,0,71
Technology,14,Masters & above,m,sourcing,1,44,3.0,6,1,0,81
Finance,13,Bachelors,m,sourcing,1,31,1.0,3,0,0,69
Sales & Marketing,6,Bachelors,f,other,1,39,4.0,2,1,0,52
Operations,7,Bachelors,m,other,2,42,4.0,6,0,0,58
Analytics,22,Bachelors,m,other,1,27,2.0,3,1,0,84
Finance,19,Bachelors,m,sourcing,1,34,5.0,12,0,0,59
Operations,2,Bachelors,f,sourcing,1,39,3.0,6,0,0,62
Analytics,21,Bachelors,m,other,1,32,3.0,4,0,0,86
Sales & Marketing,13,Bachelors,f,sourcing,1,36,5.0,7,1,0,51
Finance,2,Bachelors,m,other,1,35,5.0,7,1,0,58
Sales & Marketing,1,Masters & above,m,other,1,44,5.0,5,0,0,54
Operations,7,Bachelors,m,other,1,55,5.0,7,1,0,59
Analytics,2,Bachelors,m,sourcing,1,31,5.0,5,0,0,81
Procurement,27,Bachelors,m,sourcing,1,31,5.0,7,1,0,71
Sales & Marketing,28,Bachelors,m,sourcing,2,36,1.0,3,0,0,49
Sales & Marketing,7,Bachelors,m,sourcing,1,43,5.0,3,0,0,54
Operations,7,Bachelors,m,other,1,37,5.0,9,0,0,57
Sales & Marketing,20,Bachelors,m,other,1,34,4.0,10,1,0,65
Finance,7,Bachelors,m,sourcing,1,32,5.0,5,0,0,60
Operations,12,Bachelors,m,sourcing,1,30,3.0,2,0,0,60
Analytics,22,Bachelors,m,other,4,25,4.0,3,0,0,82
Technology,29,Bachelors,m,sourcing,1,25,4.0,2,1,0,80
Operations,4,Bachelors,f,other,1,40,3.0,7,1,0,56
Sales & Marketing,22,Bachelors,f,other,2,36,3.0,4,1,0,49
Sales & Marketing,27,Bachelors,m,other,2,24,4.0,2,0,0,47
Analytics,3,Bachelors,m,sourcing,1,30,1.0,5,0,0,87
Procurement,2,Bachelors,f,referred,1,33,5.0,6,1,0,70
Technology,2,Masters & above,f,sourcing,1,58,3.0,2,0,0,83
Sales & Marketing,22,Bachelors,m,other,4,27,5.0,3,0,0,48
Sales & Marketing,1,Masters & above,m,sourcing,2,30,3.0,3,1,0,45
Procurement,2,Masters & above,m,other,1,51,5.0,9,0,0,75
Sales & Marketing,23,Bachelors,m,other,1,34,5.0,3,0,0,48
Sales & Marketing,32,Bachelors,m,sourcing,1,27,5.0,2,1,0,50
Sales & Marketing,22,Bachelors,m,other,4,25,4.0,3,0,0,48
Sales & Marketing,6,Bachelors,m,other,1,27,2.0,2,0,0,52
Operations,26,Bachelors,m,sourcing,1,28,1.0,4,0,0,63
Finance,26,Bachelors,f,other,1,25,3.0,2,0,0,58
HR,7,Masters & above,m,other,1,42,3.0,6,0,0,46
Operations,26,Bachelors,m,other,1,41,4.0,8,0,0,60
Operations,29,Bachelors,m,other,1,27,3.0,4,0,0,55
Sales & Marketing,10,Masters & above,m,other,2,37,1.0,6,0,0,52
Technology,7,Bachelors,m,other,1,40,1.0,9,0,0,81
Operations,4,Bachelors,m,other,1,34,4.0,9,0,0,57
Operations,2,Bachelors,f,other,1,57,5.0,18,1,0,59
Technology,25,Bachelors,f,sourcing,2,30,1.0,2,0,0,79
HR,2,Bachelors,f,sourcing,1,31,2.0,3,0,0,45
Procurement,22,Bachelors,m,other,2,37,3.0,5,0,0,69
Technology,2,Bachelors,m,other,3,31,2.0,3,1,0,78
Analytics,7,Masters & above,m,other,2,32,3.0,6,0,0,81
Procurement,2,Bachelors,m,sourcing,1,40,3.0,12,0,0,68
Operations,2,Bachelors,m,sourcing,1,31,2.0,3,0,0,59
Procurement,22,Masters & above,m,sourcing,1,46,3.0,18,0,0,70
Procurement,28,Masters & above,f,sourcing,3,33,3.0,4,0,0,69
Operations,16,Bachelors,f,sourcing,1,33,3.0,5,0,0,57
Operations,15,Bachelors,m,other,1,47,3.0,19,0,0,60
Procurement,23,Bachelors,m,sourcing,1,33,2.0,9,0,0,71
Technology,5,Bachelors,m,sourcing,1,42,2.0,11,0,0,80
Sales & Marketing,4,Bachelors,m,other,1,35,2.0,5,1,0,52
Analytics,22,Masters & above,m,other,1,39,5.0,5,1,0,88
Procurement,2,Bachelors,m,other,1,28,4.0,5,0,0,68
Sales & Marketing,7,Bachelors,m,sourcing,1,36,5.0,5,1,0,50
Technology,13,Bachelors,m,sourcing,1,38,5.0,9,1,0,77
Procurement,2,Bachelors,m,other,1,37,5.0,10,1,0,68
Operations,8,Bachelors,m,sourcing,1,31,5.0,5,0,0,63
Legal,13,Bachelors,m,sourcing,1,33,3.0,6,0,0,59
Procurement,15,Masters & above,m,other,1,41,4.0,2,1,0,78
R&D,2,Bachelors,m,sourcing,1,43,4.0,3,1,0,87
Sales & Marketing,5,Masters & above,m,other,1,36,1.0,4,0,0,49
Technology,2,Masters & above,m,other,2,30,4.0,5,0,0,79
Sales & Marketing,2,Bachelors,m,other,1,36,2.0,7,1,0,47
Operations,15,Bachelors,m,other,2,32,4.0,3,1,0,60
Sales & Marketing,33,Masters & above,m,other,2,39,3.0,3,0,0,48
Sales & Marketing,7,Bachelors,m,other,2,34,1.0,3,0,0,52
Operations,22,Below Secondary,f,other,1,24,5.0,2,0,0,60
Procurement,19,Bachelors,m,other,1,39,4.0,3,1,0,70
Operations,23,Masters & above,m,other,3,39,3.0,7,0,0,62
Legal,2,Bachelors,m,sourcing,1,59,4.0,12,0,0,60
Operations,22,Bachelors,f,other,1,26,4.0,3,0,0,59
Sales & Marketing,7,Bachelors,m,sourcing,2,32,5.0,8,0,0,49
Sales & Marketing,3,Bachelors,m,sourcing,1,40,1.0,2,0,0,53
Sales & Marketing,29,Bachelors,m,other,1,34,3.0,5,0,0,53
Operations,28,Bachelors,m,other,1,34,4.0,6,0,0,57
Sales & Marketing,30,Bachelors,m,sourcing,2,38,3.0,10,0,0,51
Procurement,27,Masters & above,m,sourcing,1,43,3.0,12,0,0,74
Technology,2,Bachelors,m,other,2,39,1.0,10,0,0,80
Sales & Marketing,19,Masters & above,m,other,1,37,1.0,3,0,0,48
Sales & Marketing,7,Masters & above,m,sourcing,1,36,5.0,7,1,0,49
Sales & Marketing,4,Bachelors,m,sourcing,3,25,3.0,2,1,0,50
Sales & Marketing,15,Bachelors,m,other,1,30,2.0,7,0,0,56
Legal,15,Bachelors,m,sourcing,1,40,3.0,3,0,0,63
Sales & Marketing,28,Masters & above,f,other,1,34,3.0,3,0,0,49
Operations,26,Bachelors,f,sourcing,1,43,3.0,15,0,0,61
Sales & Marketing,16,Masters & above,m,sourcing,2,33,2.0,5,0,0,50
HR,27,Bachelors,f,sourcing,1,32,3.0,8,1,0,51
R&D,4,Masters & above,m,sourcing,2,33,4.0,8,0,1,87
Analytics,22,Bachelors,m,other,1,43,3.0,18,0,0,82
Sales & Marketing,2,Masters & above,f,sourcing,2,37,1.0,9,0,0,53
Analytics,7,Bachelors,m,sourcing,1,40,3.0,10,1,0,84
Procurement,17,Bachelors,f,sourcing,2,27,3.0,3,0,0,70
Analytics,24,Masters & above,m,other,1,39,2.0,10,0,0,86
Sales & Marketing,28,Bachelors,m,other,2,30,5.0,2,1,0,49
Sales & Marketing,2,Masters & above,f,other,1,44,1.0,14,0,0,50
Analytics,19,Bachelors,m,sourcing,1,36,4.0,8,0,0,83
Analytics,22,Masters & above,m,sourcing,1,35,3.0,8,0,0,85
Analytics,13,Masters & above,f,sourcing,1,32,3.0,3,0,0,87
Sales & Marketing,4,Bachelors,m,sourcing,1,30,5.0,5,0,0,49
Procurement,2,Bachelors,f,sourcing,1,28,3.0,3,0,0,72
Operations,23,Masters & above,m,other,1,41,5.0,4,1,0,55
Analytics,22,Bachelors,m,sourcing,2,30,4.0,2,0,0,82
Technology,12,Bachelors,f,other,1,28,3.0,2,0,0,78
Operations,13,Masters & above,m,sourcing,2,35,5.0,6,1,1,96
Procurement,15,Masters & above,m,other,1,34,4.0,2,1,0,72
HR,7,Masters & above,f,other,1,39,5.0,6,0,0,51
Technology,2,Masters & above,m,other,1,40,1.0,10,0,0,77
Analytics,32,Bachelors,f,sourcing,1,29,5.0,2,0,0,85
Technology,22,Bachelors,m,sourcing,2,30,4.0,6,1,0,78
Operations,27,Bachelors,m,sourcing,1,34,3.0,7,0,0,59
Sales & Marketing,11,Bachelors,m,sourcing,1,40,1.0,5,0,0,51
Operations,16,Masters & above,f,other,1,36,3.0,6,0,0,55
Sales & Marketing,22,Bachelors,f,sourcing,1,28,5.0,3,1,0,49
Operations,22,Masters & above,f,sourcing,1,50,5.0,9,1,0,60
Technology,14,Masters & above,f,sourcing,1,38,4.0,10,0,0,81
Technology,2,Masters & above,f,other,1,56,1.0,12,1,0,83
Operations,2,Bachelors,f,other,2,39,5.0,12,1,0,59
Operations,15,Masters & above,m,other,1,49,3.0,9,0,0,63
R&D,13,Masters & above,m,other,1,34,4.0,5,1,0,86
Operations,19,Bachelors,f,sourcing,1,33,4.0,6,0,0,59
HR,2,Masters & above,m,other,1,58,3.0,15,0,0,55
Sales & Marketing,34,Bachelors,m,sourcing,1,27,3.0,4,0,0,49
Operations,31,Bachelors,m,sourcing,1,32,3.0,5,1,0,62
Procurement,7,Bachelors,m,other,1,33,3.0,10,0,0,68
Operations,22,Bachelors,m,other,1,28,5.0,3,1,0,62
Procurement,14,Bachelors,m,other,1,33,4.0,6,0,0,67
